,页面网址,酒店名称,评论ID,评论日期,content,clean_content_new
105,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Tyson H,23-Mar,"""It’s awesome. Just do it. Make your own decision later. Other travelers generally. Some great. Others………… yep… there is Karen’s everywhere.""", awesome make decision later travelers generally great others............ yep... karen everywhere
106,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,,,,
107,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Khaled,23-Mar,"""I would not book it and I would not book in Kutq area""", book  book kutq area
108,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Rananjohan,23-Mar,"""Go to the Indian restaurants (like Ganesh in the Lippo mall)""", indian restaurants like ganesh lippo mall
109,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Resiah,23-Feb,"""parking area.""",parking area
110,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Ian cognito,23-Jan,"""Don’t miss the free tea and coffee with cakes at 4pm """, miss free tea coffee cakes 4pm
111,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,mkohli,23-Jan,"""try to book rooms with pool view""", book  pool view
112,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,shirleyleungsn,23-Jan,"""You might want to book the spa earlier if you want one at the resort. They are super full and we barely got a place.""",might  book spa earlier    super full barely got place
113,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,kellie,23-Jan,"""Shinta warung in the laneway is a hidden gem to eat at!""",shinta warung laneway hidden gem eat
114,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Almaha,22-Dec,"""Its located inside small streets but it wasnt a big issue""",located inside small streets wasnt big issue
115,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Jason,22-Dec,"""There are sandals in cupboard. Typically hotels give them free. These guys charge for them.""",sandals cupboard typically hotels give free guys charge
116,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Karl S,22-Dec,"""When it's busy, it takes a while to get to the hotel because there are a few hotels next to it. So it would be better to walk 10mins instead of catching a taxi on peak hours. """,busy takes   hotels next  better walk 10mins instead catching taxi peak hours
117,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Chin H,22-Dec,"""Would be great to visit on Thursday  that you might get chance to wear their traditional costume.""", great visit thursday might  chance wear traditional costume
118,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Faisalsh,22-Dec,"""The rooms are spacious for two adults""", spacious two adults
119,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,she,22-Dec,"""Deluxe pool side""",deluxe pool side
120,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,758andren,22-Dec,"""Good parking facilities, and the taxi / scooter apps can find the location well. Great laundry lady 1 min walk from hotel, which is loads cheaper than at the resort.""",good parking facilities taxi scooter apps find location well great laundry lady min walk  loads cheaper 
121,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Shathis Rao K,22-Nov,"""They won't bother you much if guest went high during breakfast.  """,bother much guest went high breakfast
122,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,shabirab,22-Oct,"""Enjoy your stay, it really does deliver on all the amazing reviews.""",enjoy stay  deliver amazing reviews
123,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Karen F,22-Oct,"""Tucked away from busy main road""",tucked away busy  road
124,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Yvonne,22-Oct,"""Never missed out their breakfast PLEASE!""",never missed breakfast please
125,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Imma,22-Oct,"""Bring along reusable bag for shopping as most marts have made do w/o plastic bags 
Have a rain poncho or umbrella handy for sudden showers""", along reusable bag shopping marts  w plastic bags rain poncho umbrella handy sudden showers
126,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Breeana T,22-Sep,"""Message ahead about the airport transfer!""",message ahead airport transfer
127,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Charles R,22-Sep,"""Get a blue bird taxi from the front and travel into street. Also get address as it is tucke away""", blue bird taxi front travel street   address tucke away
128,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,catmoxCurtin,22-Sep,"""Get cash out at airport 
No one does credit card""", cash airport  credit card
129,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,LaurenceB,22-Sep,"""We referred the rooms that did not overlook the pool, felt they were more private.""",referred  overlook pool felt private
130,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Frances T,22-Aug,"""pool access rooms are the best""",pool access  best
131,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,lainey007,22-Aug,"""We had two rooms on the 6th floor they were great""",two  6th floor great
132,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,EmilyUK12,22-Aug,"""Bring lots of insect repellant as I got so many mosquito bites during my Bali trip despite using repellant!""", lots insect repellant got many mosquito bites  trip despite using repellant
133,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Simon T,22-Aug,"""Grande Deluxe is well worth the slightly extra cost.""",grande deluxe well worth slightly extra cost
134,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,sue223,22-Aug,"""Try to choose on of the rooms overlooking the pool""", choose  overlooking pool
135,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Rumno,22-Jul,"""The rooms with balconies facing outward are private and have great views.""", balconies facing outward private great views
136,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,KBNZ666,22-Jul,"""Rooms on the top floor nearest the waterpark - people on the slides can look into your room. It's noisy during the park opening hours.""", top floor nearest waterpark people slides look  noisy park opening hours
137,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Deli,22-Jun,"""booking early. its such a great place. """,booking early great place
138,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Yoel Febrian,22-Jun,"""Parking is limited.""",parking limited
139,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,viviin,22-May,"""Everything is great.""",everything great
140,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Sophia,22-Apr,"""Kuta has been hit hard by the pandemic so be aware you will likely needs to take taxis to other towns to get nightlife.""", hit hard pandemic aware likely needs  taxis towns  nightlife
141,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Evan a,22-Apr,"""The area around is quiet right now but the restaurant at the hotel has delicious food or you can order food from grab""",area around quiet right restaurant  delicious food order food grab
142,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Elin Sulivan,22-Apr,"""U just need to bring your clothes and this hotel provide full amenities.""",u need  clothes  provide full amenities
143,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Chris W,22-Apr,"""Narrow street to resort, utilise the valet service. Get a second card for your room to have the AC ready for when you return""",narrow street  utilise valet service  second card  ac ready return
144,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Dewi7evil,22-Mar,"""Their Poll View was Perfect!""",poll view perfect
145,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,nitanyorigano,22-Feb,"""just try the sukun resto and bhava spa""", sukun resto bhava spa
146,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Hanna Kristina,22-Jan,"""Parking availability """,parking availability
147,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Sammkris,22-Jan,"""Higher floor is quieter""",higher floor quieter
148,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,aliciaanderaa,21-Dec,"""the parking lot is small""",parking lot small
149,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,jennykwokk,21-Nov,"""Tips for you : If you want to stay near the waterboom attraction you can stay herr because it located just beside the waterboom and it's also near the city attraction """,tips  stay near waterboom attraction stay herr located beside waterboom  near city attraction
150,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Eno,21-Oct,"""sedikit masuk jalan kecil, untuk parkir lebih baik valley dan turun di lobby""",sedikit masuk jalan kecil untuk parkir lebih baik valley dan turun di lobby
151,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Dhany,21-Oct,"""Parking availability is a bit concern, however as long as you trust them, leave your car key (car users)""",parking availability bit concern however long trust leave car key car users
152,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Kara,21-Sep,"""Book everything in the front""",book everything front
153,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,JudeGM,21-Jul,"""The suite was lovely and spacious and had a nice patio area.""",suite lovely spacious nice patio area
154,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,MadeGelgel,21-May,"""In my experience all rooms are good.""",experience  good
155,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,zebragorda,20-Apr,"""avoid massages. second rate at best""",avoid massages second rate best
156,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Crystal,20-Mar,"""deluxe room is good enough""",deluxe  good enough
157,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,David M,20-Mar,"""looking over pool area""",looking pool area
158,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,tikatron,20-Mar,"""Awesome layout for Deluxe Room""",awesome layout deluxe 
159,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Tricia N,20-Feb,"""Suites are nice, with large balcony, great amenities, but speaking to other people they all liked the rooms they were in.""",suites nice large balcony great amenities speaking people liked 
160,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Karen&KarenR,20-Feb,"""The top floors are quieter""",top floors quieter
161,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Kal,20-Jan,"""Higher floor is very quiet,  very good location, away from the busy main street.""",higher floor quiet good location away busy  street
162,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,DTrainTravels,19-Dec,"""Book it and you won't be disappointed.""",book disappointed
163,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Cindy,19-Nov,"""Great Location, Excellent Spa, Great Service. 
You will like the hotel!!! I will definitely stay again here.""",great location excellent spa great service like  definitely stay
164,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,matoootomic,19-Nov,"""Delux Double Room with King Size Bed""",delux double  king size bed
165,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Kenneth s,19-Nov,"""pool suites 101-106 are excellent and second floor have spacious balconys""",pool suites excellent second floor spacious balconys
166,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Darren120585,19-Oct,"""On rooms are catered to an exceptional high standard, it just depends on the view from the room that you would like""", catered exceptional high standard depends view   like
167,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Paulina 657,19-Oct,"""Best not form the ""Waterboom"" side. I think best rooms are at ground floor level, next to the hotel pool.""",best form waterboom side think best  ground floor level next  pool
168,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Roos-Oesterman,19-Sep,"""Double room with kingsize bed""",double  kingsize bed
169,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,MonksFM,19-Sep,"""Junior suit was to spoil me rotten and it did. Loved the shampo, lotion etc. got everything you need just bring your toothbrush:) """,junior suit spoil rotten loved shampo lotion etc got everything need  toothbrush
170,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,jacquie-dod,19-Sep,"""Pool access rooms are a little larger and have a large private balcony""",pool access  little larger large private balcony
171,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,FoSa,19-Sep,"""We had a room on the 6th floor overlooking Bali, not the waterpark which was great.""", 6th floor overlooking  waterpark great
172,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,lizzie342,19-Jul,"""Even if your day is busy, take some time to sit out on your balcony and on your day bed. """,even  busy   sit balcony  bed
173,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Nomad32684375956,19-Jul,"""Variety of food """,variety food
174,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Dunsi,19-Jul,"""Book direct with the hotel to get credit to spend at the hotel each day. Rooms with a pool view can be requested.""",book direct   credit spend    pool view requested
175,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Mel,19-Jul,"""Personally prefer 3rd floor & above and non connecting rooms""",personally prefer 3rd floor non connecting 
176,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Eric DGasper,19-Jul,"""Higher floors has better breeze and view""",higher floors better breeze view
177,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,VanessaD,19-Jul,"""Convenient location near Waterbom Park - not noisy though!""",convenient location near waterbom park noisy though
178,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,babidi288148,19-Jul,"""Take the one away from the water park. Avoid 331 if possible. """,  away water park avoid possible
179,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,senthil t,19-Jun,"""Try Double Deluxe or Amnaya Grand Deluxe""", double deluxe  grand deluxe
180,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Adventure36860114159,19-May,"""Would love a bath and a shower in my room next time""", love bath shower  next 
181,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Putasnen Nagadaran,19-Apr,"""Higher floor facing to road side is nice with the far view of Garuda Vishnu statue.""",higher floor facing road side nice far view garuda vishnu statue
182,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,miny,19-Apr,"""choose higher level""",choose higher level
183,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,ExcitedTraveller28,19-Apr,"""Book in advance. We wanted to stay longer but unfortunately they were full. Pool access room was wonderful.""",book advance wanted stay longer unfortunately full pool access  wonderful
184,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Gary-L8,19-Apr,"""Rooms exposed to the center of the hotel (facing the pool) rather than outward facing (facing adjacent properties not always pretty)""", exposed center  facing pool rather outward facing facing adjacent properties always pretty
185,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Jan_Ting,19-Apr,"""The hotel is just beside the waterboom park.""", beside waterboom park
186,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,msubx,19-Apr,"""It is comfortable and nice, maybe it could be a little bigger. The AC was too cold and hard to  regulate. It has a lovely balcony. """,comfortable nice maybe  little bigger ac cold hard regulate lovely balcony
187,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Cruiser64200466859,19-Mar,"""Very nice comfy room with all facilities needed and if needs more the staff are more than helpful and friendly""",nice comfy  facilities needed needs staff helpful friendly
188,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Road54191276775,19-Mar,"""Tell the water run in the shower for a while before getting as the drain smell is strong when the water first starts running down the drain""",tell water run shower getting drain smell strong water first starts running drain
189,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Diane I,19-Mar,"""Pool Access Rooms""",pool access 
190,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Wander23432297564,19-Mar,"""None just for massage """,none massage
191,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,araphael2017,19-Mar,"""Amnaya Room""", 
192,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Lee T,19-Mar,"""I have stayed in many different rooms here. All were good.""",stayed many different  good
193,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Wendo,19-Mar,"""pool view is best""",pool view best
194,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Rop d,19-Mar,"""Junior suite is the best value for money""",junior suite best value money
195,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,PASSIONFLOWERWALES,19-Feb,"""We had a room facing outwards at the back of the hotel which was quiet, airy and light..and had the sun on the balcony until midday""", facing outwards   quiet airy light sun balcony midday
196,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,robv,19-Feb,"""pick a city view if available""",pick city view available
197,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Compass16365765434,19-Feb,"""spotless and kind messages left by room assistants""",spotless kind messages left  assistants
198,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Jacky Vasilii,19-Feb,"""No issue.. everything is just being perfectly..""",issue everything perfectly
199,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Sri Hazwani Dato' Hj Mohd Nordin,19-Feb,"""Corner room is the best!""",corner  best
200,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,starfruitmt,19-Feb,"""Pool axcess room was amazing """,pool axcess  amazing
201,https://www.tripadvisor.com.sg/Hotel_Review-g297697-d7856221-Reviews-Amnaya_Resort_Kuta-Kuta_Kuta_District_Bali.html,Amnaya Resort Kuta,Elizabeth G,19-Feb,"""We had a room overlooking Waterbomb park. Beautiful view, balcony to watch the sunset and so restful. """, overlooking waterbomb park beautiful view balcony watch sunset restful
202,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Joe S,23-Mar,"""The spa/sauna/plunge pool areas are free of charge for guest but still require a booking.""",spa sauna plunge pool areas free charge guest still require booking
203,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,George R,23-Mar,"""Food, bev etc are pricey by Bali standards but you get what you pay for.""",food bev etc pricey  standards  pay
204,https://www.tripadvisor.com.sg/Hotel_Review-g469404-d1772090-Reviews-The_Seminyak_Beach_Resort_Spa-Seminyak_Kuta_District_Bali.html,The Seminyak Beach Resort & Spa,Nik S,23-Mar,"""Be aware of March 22 :) most things in and on Bali shut down as it’s day of silence. Note that as early as the 21st roads will also close.""",aware march things  shut   silence note early 21st roads  close
